sl_nb_chambre,sl_taille,sl_prix,sl_salle_d_eau,sl_salle_de_bain,sl_toilette,sl_etage,sl_hauteur,sl_parking,sl_terrasse,sl_nb_piece,sl_style_enc,sl_localisation_enc,sl_cuisine_enc,sl_exposition_enc,sl_vue_enc,sl_ascenseur_enc,sl_neuf_enc,sl_cave_enc,sl_annee_enc,sl_balcon_enc,sl_parquet_enc,sl_gardien_enc
3.0,77.0,796000.0,1.0,1.0,1.0,4.0,7.5,1.2352941176470589,1.0,4.0,0,0,0,0,0,1,0,1,0,0,0,1
2.0,32.0,329000.0,1.0,1.0,1.0,6.0,9.0,1.2941176470588236,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1
1.0,45.0,465000.0,1.0,1.75,1.0,1.0,7.0,1.3529411764705883,1.0,2.0,0,0,0,0,0,1,0,1,0,0,0,1
1.0,47.0,525000.0,1.0,2.5,1.0,6.0,8.0,1.4117647058823528,1.0,2.0,0,0,0,0,0,1,0,1,0,0,1,1
3.0,191.0,1365000.0,1.0,3.25,2.5,5.5,7.0,1.4705882352941178,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,349.0,4900000.0,1.0,4.0,4.0,5.0,6.0,1.5294117647058822,1.0,8.0,0,0,0,0,0,1,0,1,0,1,1,1
1.0,65.0,799000.0,1.0,1.0,1.0,4.0,9.0,1.5882352941176472,1.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1
6.0,470.0,5750000.0,1.0,6.0,1.5,2.0,7.0,1.6470588235294117,1.0,8.0,0,0,0,0,0,1,1,0,0,0,1,0
2.0,210.0,3550000.0,1.0,1.0,2.0,1.0,5.0,1.7058823529411764,1.0,5.0,0,0,0,0,0,1,0,1,1,0,1,1
2.0,67.0,1090000.0,1.0,1.0,2.0,1.0,6.0,1.7647058823529411,1.0,3.0,0,0,0,0,0,1,0,1,0,0,1,1
4.0,253.0,3500000.0,2.0,1.0,2.0,1.0,6.0,1.8235294117647058,1.0,7.0,0,0,0,0,0,1,0,1,0,0,1,0
4.0,144.0,1890000.0,1.6666666666666667,1.0,1.5,1.0,6.0,1.8823529411764706,1.0,6.0,0,0,0,0,0,1,0,1,0,0,1,1
1.0,65.0,799000.0,1.3333333333333335,1.0,1.0,4.0,9.0,1.9411764705882353,1.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1
8.0,439.0,4500000.0,1.0,6.0,5.0,6.0,6.0,2.0,1.0,10.0,0,0,0,0,0,1,1,0,0,0,1,1
4.0,238.0,5950000.0,1.0,3.0,3.0,2.0,8.0,2.0,1.0,7.0,0,0,0,0,0,1,0,0,1,0,1,1
4.0,455.0,7400000.0,1.0,3.0,3.0,5.0,6.0,1.8571428571428572,1.0,8.0,0,0,1,0,0,1,0,0,0,1,0,1
1.0,58.0,795000.0,1.0,1.0,1.0,4.0,6.0,1.7142857142857144,1.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0
2.0,67.0,1090000.0,1.0,1.0,2.0,2.5,6.0,1.5714285714285714,1.0,3.0,0,0,0,0,0,1,0,1,0,0,1,1
4.0,253.0,3500000.0,2.0,1.0,2.0,1.0,7.0,1.4285714285714286,1.0,7.0,0,0,0,0,0,1,0,1,0,0,1,0
2.5,15.0,265000.0,1.0,1.0,1.0,8.0,8.0,1.2857142857142858,1.0,1.0,0,0,0,1,0,1,1,0,0,0,0,1
1.0,54.0,549000.0,1.0,1.0,1.0,6.0,8.0,1.1428571428571428,1.0,2.0,0,0,0,0,0,1,0,1,0,0,0,1
3.0,85.0,885000.0,1.0,1.0,1.0,4.0,6.0,1.0,1.0,4.0,0,0,0,0,0,1,0,1,0,0,1,0
1.0,61.0,649000.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,2.0,0,0,0,0,0,1,0,1,0,0,0,0
1.0,41.0,590000.0,1.0,1.0,1.0,4.0,6.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,9.0,150000.0,1.0,1.0,1.0,7.0,4.5,1.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1
1.0,63.0,883000.0,1.0,1.5,1.5,1.0,3.0,1.0,1.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0
3.0,233.0,3570000.0,1.0,2.0,2.0,7.0,7.0,1.0,1.0,4.0,0,0,1,1,0,1,1,1,0,0,0,0
4.0,177.0,1930000.0,3.0,1.0,4.0,5.0,6.0,1.0,1.0,6.0,0,0,0,0,0,0,0,1,0,0,1,0
4.0,312.0,4085000.0,3.0,1.0,4.0,3.0,7.0,1.0,1.0,7.0,0,0,0,0,0,1,1,1,0,0,1,1
4.0,155.0,1920000.0,2.0,2.0,2.0,1.0,6.0,1.0,1.0,6.0,0,0,0,0,0,1,0,1,0,0,0,1
4.5,32.0,540000.0,1.0,1.8,1.0,6.0,5.0,1.0,1.0,1.0,0,0,0,0,0,1,0,1,1,0,0,1
5.0,27.0,380000.0,1.0,1.6,1.0,2.0,4.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,1,0
5.5,12.0,168000.0,1.0,1.4,1.0,3.0,8.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1
6.0,245.0,4480000.0,1.0,1.2,2.0,4.0,7.0,1.0,1.0,7.0,0,0,0,0,0,1,0,1,0,0,1,1
3.0,196.0,2500000.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,6.0,0,0,1,0,0,1,1,1,0,0,1,1
1.0,36.0,499000.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,2.0,0,0,0,0,0,1,0,1,1,0,1,0
1.0,32.0,540000.0,1.0,1.0,1.0,6.0,5.333333333333333,1.0,1.0,1.0,0,0,0,0,0,1,0,1,1,0,0,1
1.0,60.0,610000.0,1.0,1.0,1.0,7.0,5.666666666666667,1.0,1.0,2.0,0,0,0,0,0,1,0,1,0,1,0,1
2.0,68.0,1020000.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,3.0,0,0,0,0,0,1,0,1,0,0,0,0
2.0,70.0,752600.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,3.0,0,0,0,1,0,1,0,1,0,0,0,0
1.0,34.0,390000.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,2.0,0,0,0,1,0,1,0,0,0,0,0,0
1.5,35.0,409000.0,1.0,1.0,1.0,6.0,8.0,1.0,1.0,1.0,0,0,0,0,0,1,0,1,0,0,0,1
2.0,55.0,600000.0,1.0,1.0,1.0,4.0,10.0,1.0,1.0,3.0,0,0,0,0,0,1,0,1,0,1,0,1
5.0,372.0,5720000.0,1.0,3.0,3.0,1.0,9.0,1.0,1.0,7.0,0,0,0,0,0,1,0,1,0,0,1,1
1.0,53.0,650000.0,1.0,1.0,1.0,6.0,8.0,1.0,1.0,2.0,0,0,0,0,0,1,0,1,0,0,1,1
1.0,49.0,775000.0,1.0,1.5,1.0,7.0,7.0,1.0,1.0,2.0,0,0,0,0,0,1,1,0,0,0,1,0
4.0,390.0,4900000.0,1.0,2.0,3.0,2.0,6.0,1.0,1.0,7.0,0,0,0,0,0,1,0,1,0,1,1,1
4.0,144.0,1890000.0,1.0,1.0,2.0,1.0,6.0,1.0,1.0,6.0,0,0,0,0,0,1,0,1,0,0,1,1
3.0,77.0,1005000.0,1.0,1.0,1.0,6.0,7.0,1.0,1.0,4.0,0,0,0,0,0,1,0,1,0,1,0,0
1.0,36.0,499000.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,0,0,0,0,0,1,0,1,1,0,1,0
2.0,74.0,1075000.0,1.0,1.0,1.0,4.0,7.0,1.0,1.0,3.0,0,0,0,0,0,1,0,1,0,0,0,1
1.0,58.0,620000.0,1.0,1.0,1.0,2.0,8.0,1.0,1.0,3.0,0,0,0,0,0,1,0,1,0,0,1,1
1.0,33.0,405600.0,1.0,1.0,1.0,4.0,8.0,1.0,1.0,2.0,0,0,0,0,0,1,0,1,0,1,0,1
2.0,80.0,918000.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,3.0,0,0,0,0,0,1,0,1,1,0,0,1
2.0,67.0,894400.0,1.0,1.0,1.0,3.0,6.833333333333333,1.0,1.0,4.0,0,0,0,0,0,1,0,1,0,0,1,0
2.3333333333333335,24.0,315000.0,1.0,1.3333333333333333,1.0,4.0,6.666666666666667,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1
2.6666666666666665,24.0,315000.0,1.0,1.6666666666666665,1.0,4.0,6.5,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1
3.0,157.0,2205000.0,1.0,2.0,1.0,3.0,6.333333333333333,1.0,1.0,5.0,0,0,0,0,0,1,0,1,0,0,0,0
1.0,52.0,695000.0,1.0,1.8333333333333333,1.0,5.0,6.166666666666667,1.0,1.0,2.0,0,0,0,0,0,1,0,1,0,0,0,0
1.4,18.0,230000.0,1.0,1.6666666666666667,1.0,6.0,6.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0
1.8,20.0,355000.0,1.0,1.5,1.0,5.333333333333333,6.0,1.0,1.0,1.0,0,0,0,0,0,0,1,1,1,0,1,1
2.2,16.0,208000.0,1.0,1.3333333333333335,1.0,4.666666666666667,6.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0
2.6,24.0,315000.0,1.0,1.1666666666666667,1.0,4.0,6.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1
3.0,200.0,2600000.0,1.0,1.0,3.0,3.0,6.0,1.0,1.0,6.0,0,0,1,0,0,1,0,0,1,0,0,1
1.0,46.0,585000.0,1.0,1.0,1.0,3.5,6.0,1.0666666666666667,1.0,2.0,0,0,1,0,0,1,1,1,1,0,1,0
1.0,59.0,441000.0,1.0,1.0,1.0,4.0,4.0,1.1333333333333333,1.0,2.0,0,0,0,0,0,1,0,1,0,1,1,0
2.0,80.0,749500.0,1.0,1.0,1.0,3.5,7.0,1.2,1.0,4.0,0,0,0,0,0,1,0,1,0,0,0,1
2.0,75.0,849000.0,1.0,1.0,1.0,3.0,7.0,1.2666666666666666,1.0,3.0,0,0,0,0,0,1,0,1,0,0,0,0
1.5,27.0,380000.0,1.0,1.0,1.0,2.0,4.0,1.3333333333333333,1.0,1.0,0,0,0,0,0,0,0,0,1,0,1,0
1.0,70.0,649000.0,1.0,1.0,1.0,1.0,9.0,1.4,1.0,2.0,0,0,0,0,0,1,0,1,0,0,1,0
7.0,349.0,4900000.0,1.0,1.0,1.0,5.0,8.5,1.4666666666666668,1.0,8.0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,40.0,618000.0,1.0,1.0,1.0,7.0,8.0,1.5333333333333332,1.0,2.0,0,0,0,0,0,1,1,0,0,0,1,1
2.0,65.0,804000.0,1.0,1.0,1.0,1.0,8.0,1.6,1.0,4.0,0,0,0,0,0,1,0,0,0,0,1,1
1.0,59.0,441000.0,1.0,1.0,1.0,4.0,4.0,1.6666666666666665,1.0,2.0,0,0,0,0,0,1,0,1,0,1,1,0
2.0,66.0,898000.0,1.0,1.0,1.0,7.0,7.0,1.7333333333333334,1.0,3.0,0,0,1,0,0,1,0,1,0,1,0,1
2.0,80.0,749500.0,1.0,1.0,1.0,4.5,7.0,1.8,1.0,4.0,0,0,0,0,0,1,0,1,0,0,0,1
3.0,31.0,424000.0,1.0,1.0,1.0,2.0,9.0,1.8666666666666667,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1
4.0,166.0,2045000.0,1.0,2.0,2.0,1.5,6.0,1.9333333333333333,1.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0
2.0,82.0,1751000.0,1.0,1.0,2.0,1.0,6.5,2.0,1.0,3.0,0,0,0,0,0,1,1,1,0,0,1,1
2.0,75.0,849000.0,1.0,1.0,1.0,3.0,7.0,1.75,1.0,3.0,0,0,0,0,0,1,0,1,0,0,0,0
1.0,50.0,615000.0,1.0,1.0,1.0,1.0,6.0,1.5,1.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1
1.0,60.0,950000.0,1.0,1.0,1.0,4.0,11.0,1.25,1.0,3.0,0,0,0,0,0,1,0,1,0,0,0,1
3.0,110.0,997000.0,1.0,1.0,2.0,4.0,6.0,1.0,1.0,4.0,0,0,0,0,0,0,0,1,1,0,0,0
1.0,40.0,485000.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,0,0,0,0,0,0,0,1,1,0,0,1
2.0,84.0,1435000.0,1.0,1.0,1.0,8.0,8.0,1.0,1.0,4.0,0,0,0,0,0,1,0,0,0,1,1,0
2.5,39.0,441000.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,110.0,1540000.0,1.0,1.0,1.0,3.0,5.333333333333333,1.0,1.0,4.0,0,0,0,0,0,1,0,1,0,0,1,0
3.0,15.0,210000.0,1.0,1.0,2.5,7.0,5.666666666666667,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1
3.0,252.0,3710000.0,1.0,1.0,4.0,1.0,6.0,1.0,1.0,6.0,0,0,0,0,0,1,0,1,0,0,0,1
1.0,44.0,729000.0,1.1666666666666667,1.0,1.0,5.0,7.5,1.0,1.0,2.0,0,0,0,0,0,1,0,1,0,0,0,0
1.0,55.0,330000.0,1.3333333333333333,1.0,1.0,5.0,9.0,1.0,1.0,2.0,0,0,0,0,0,1,0,1,0,0,0,1
6.0,400.0,6300000.0,1.5,5.0,6.0,3.0,5.0,1.0,1.0,11.0,0,0,0,0,0,1,0,0,0,0,1,1
2.0,122.0,1850000.0,1.6666666666666665,2.0,3.0,3.0,6.0,1.0,1.0,4.0,0,0,0,0,0,1,1,0,1,0,1,1
1.0,50.0,599000.0,1.8333333333333333,1.0,1.0,7.0,7.0,1.0,1.0,2.0,0,0,0,0,0,1,0,1,0,0,0,1
2.0,157.0,2300000.0,2.0,1.0,4.0,10.0,6.5,1.0,1.0,5.0,0,0,1,0,0,1,0,1,0,1,1,1
3.0,130.0,1679000.0,1.0,1.0,2.0,1.0,6.0,1.0,1.0,5.0,0,0,1,0,0,1,0,1,0,0,1,0
3.0,14.0,208000.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,110.0,1540000.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,4.0,0,0,0,0,0,1,0,1,0,0,1,0
2.5,14.0,194000.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1
2.0,64.0,690000.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,4.0,0,0,0,0,0,1,0,1,1,0,1,0
1.0,39.0,235000.0,1.0,1.0,1.0,4.0,8.0,1.0,1.0,2.0,0,0,1,0,0,1,0,1,0,1,0,1
1.0,55.0,330000.0,1.0,1.0,1.0,5.0,9.0,1.0,1.0,2.0,0,0,0,0,0,1,0,1,0,0,0,1
1.0,44.0,729000.0,1.0,1.0,1.0,5.0,8.0,1.0,1.0,2.0,0,0,0,0,0,1,0,1,0,0,0,0
3.0,90.0,890000.0,1.0,1.0,1.0,4.0,7.0,1.0,1.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0
2.0,58.0,749000.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,3.0,0,0,0,0,0,0,0,1,1,0,0,0
2.25,19.0,252500.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0
2.5,9.0,126000.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
2.75,28.0,349000.0,1.0,1.0,1.0,8.0,5.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1
3.0,107.0,1103000.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,4.0,0,0,0,0,0,1,0,0,0,0,1,1
1.0,35.0,420000.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,2.0,0,0,0,0,0,0,0,1,0,1,0,1
2.0,101.0,1310000.0,1.0,1.0,1.0,4.0,10.0,1.0,1.0,4.0,0,0,1,0,0,1,0,1,0,1,0,1
2.0,66.0,898000.0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,3.0,0,0,1,0,0,1,0,1,0,1,0,0
2.0,70.0,850000.0,1.0,1.0,1.0,7.0,7.25,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0
2.5,15.0,210000.0,1.0,1.0,1.0,7.0,7.5,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1
3.0,110.0,1540000.0,1.0,1.0,1.0,3.0,7.75,1.0,1.0,4.0,0,0,0,0,0,1,0,1,0,0,1,0
1.0,39.0,235000.0,1.0,1.0,1.0,4.0,8.0,1.0,1.0,2.0,0,0,1,0,0,1,0,1,0,1,0,1
1.0,44.0,651000.0,1.0,1.0,1.0,5.0,7.0,1.0,1.0,2.0,0,0,0,0,0,1,0,1,0,0,0,0
3.0,121.0,1830000.0,1.0,1.0,2.0,4.5,6.0,1.0,1.0,5.0,0,0,0,0,0,1,0,1,0,0,1,1
5.0,270.0,3100000.0,1.0,3.0,3.0,4.0,6.0,1.0,1.0,8.0,0,0,0,0,0,1,0,1,1,0,1,1
4.0,177.0,1930000.0,3.0,1.0,4.0,3.0,6.0,1.0,1.0,6.0,0,0,0,0,0,0,0,1,0,0,1,1
1.0,60.0,1575000.0,1.0,1.0,1.0,2.0,7.5,1.0,1.0,3.0,0,0,0,0,0,1,0,1,0,0,0,1
1.3333333333333333,6.0,60000.0,1.0,1.0,1.0,1.5,9.0,1.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1
1.6666666666666665,15.0,299000.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1
2.0,101.0,1310000.0,1.0,1.0,1.0,4.0,10.0,1.0,1.0,4.0,0,0,1,0,0,1,0,1,0,1,0,1
2.0,62.0,830000.0,2.0,1.5,1.0,1.0,9.0,1.0,1.0,4.0,0,0,0,0,0,1,0,0,0,0,0,1
2.0,66.0,898000.0,1.0,2.0,1.0,7.0,7.0,1.0,1.0,3.0,0,0,1,0,0,1,0,1,0,1,0,0
2.0,70.0,850000.0,1.0,2.5,1.0,4.0,6.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,236.0,2280000.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,7.0,0,0,0,0,0,1,0,1,0,0,1,1
2.0,47.0,485000.0,2.5,2.3333333333333335,1.0,3.5,5.5,1.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0
1.5,6.0,60000.0,2.0,1.6666666666666667,1.0,6.0,6.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,43.0,565000.0,1.5,1.0,1.0,4.0,7.0,1.0,1.0,2.0,0,0,0,0,0,1,0,1,0,0,1,0
4.0,172.0,2900000.0,1.0,1.0,1.0,5.5,7.333333333333333,1.0,1.0,5.0,0,0,0,0,0,1,0,1,0,1,0,0
3.0,10.0,125000.0,1.0,1.0,1.0,7.0,7.666666666666667,1.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1
2.0,90.0,870000.0,1.0,1.0,1.0,5.0,8.0,1.0,1.0,4.0,0,0,0,0,0,0,0,1,0,0,0,1
1.0,23.0,312000.0,1.0,1.3333333333333333,1.0,3.0,3.0,1.0,1.0,2.0,0,0,0,0,0,1,0,0,1,0,0,0
2.0,60.0,930000.0,1.0,1.6666666666666665,1.0,5.0,6.0,1.0,1.0,3.0,0,0,0,0,0,1,0,0,1,1,0,0
5.0,303.0,3490000.0,1.75,2.0,2.0,3.0,5.0,1.0,1.0,8.0,0,0,0,0,0,0,0,1,0,0,1,1
1.0,54.0,739000.0,2.5,1.0,1.0,1.0,7.0,1.0,1.0,2.0,0,0,0,0,0,1,0,1,0,0,0,0
2.0,76.0,796000.0,3.25,1.0,1.0,4.0,8.0,1.0,1.0,4.0,0,0,0,0,0,1,0,1,0,0,1,1
6.0,305.0,3710000.0,4.0,1.0,1.0,1.0,7.0,1.0,1.0,10.0,0,0,0,0,0,0,0,1,0,0,1,0
1.0,44.0,550000.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,2.0,0,0,0,0,0,0,0,1,1,0,0,1
1.0,37.0,547000.0,1.6,1.0,1.0,1.0,7.5,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,69.0,850000.0,2.2,1.0,1.0,7.0,9.0,1.0,1.0,3.0,0,0,0,0,0,1,0,1,0,0,0,1
5.0,303.0,3490000.0,2.8,2.0,2.0,4.0,5.0,1.0,1.0,8.0,0,0,0,0,0,0,0,1,0,0,1,1
1.0,54.0,739000.0,3.4,1.0,1.0,1.0,7.0,1.0,1.0,2.0,0,0,0,0,0,1,0,1,0,0,0,0
6.0,305.0,3710000.0,4.0,1.0,1.0,1.0,7.0,1.0,1.0,10.0,0,0,0,0,0,0,0,1,0,0,1,0
1.0,48.0,523500.0,2.5,1.0,1.0,4.0,8.0,1.0,1.0,2.0,0,0,0,0,0,1,0,1,0,0,0,1
2.0,66.0,898000.0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,3.0,0,0,1,0,0,1,0,1,0,1,1,1
3.0,113.0,1495000.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,5.0,0,0,1,0,0,1,0,1,1,0,1,1
1.0,34.0,499000.0,1.0,1.25,1.0,6.0,6.0,1.0,1.0,2.0,0,0,0,0,0,1,0,0,0,0,1,1
1.0,23.0,312000.0,1.0,1.5,1.0,3.0,3.0,1.0,1.0,2.0,0,0,0,0,0,1,0,0,1,0,0,0
2.0,60.0,930000.0,1.0,1.75,1.0,5.0,6.0,1.0,1.0,3.0,0,0,0,0,0,1,0,0,1,1,0,0
5.0,303.0,3490000.0,1.6,2.0,2.0,3.5,5.0,1.0,1.0,8.0,0,0,0,0,0,0,0,1,0,0,1,1
1.0,43.0,550000.0,2.2,1.5,1.5,2.0,6.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,54.0,739000.0,2.8,1.0,1.0,1.0,7.0,1.0,1.0,2.0,0,0,0,0,0,1,0,1,0,0,0,0
2.0,76.0,796000.0,3.4,1.0,1.0,4.0,8.0,1.0,1.0,4.0,0,0,0,0,0,1,0,1,0,0,1,1
6.0,305.0,3710000.0,4.0,1.0,1.0,1.0,7.0,1.0,1.0,10.0,0,0,0,0,0,0,0,1,0,0,1,0
3.0,88.0,1185000.0,3.0,1.0,1.0,4.0,6.0,1.0,1.0,4.0,0,0,0,0,0,1,0,1,0,0,0,1
1.0,39.0,525000.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,0,0,1,0,0,0,0,1,0,1,0,1
1.0,44.0,550000.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,2.0,0,0,0,0,0,0,0,1,1,0,0,1
1.0,37.0,547000.0,1.2,1.0,1.0,1.0,6.333333333333333,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,54.0,685000.0,1.4,1.0,1.0,1.0,6.666666666666667,1.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,1,0
3.0,154.0,1740000.0,1.6,2.0,3.0,2.0,7.0,1.0,1.0,5.0,0,0,0,0,0,1,0,1,0,0,1,1
1.0,60.0,832000.0,1.8,1.5,3.5,2.5,7.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,1
3.0,131.0,1890000.0,2.0,1.0,4.0,3.0,8.0,1.0,1.0,5.0,0,0,0,0,0,1,1,1,0,0,1,1
2.3333333333333335,11.0,149000.0,1.0,1.0,3.8,6.0,7.5,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1
1.6666666666666667,7.0,92000.0,1.0,1.0,3.6,7.0,7.0,1.0,1.0,1.0,0,0,0,0,0,1,1,0,0,0,1,1
1.0,117.0,1045000.0,1.0,1.0,3.4,5.5,6.5,1.0,1.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,62.0,820000.0,1.0,1.0,3.2,4.0,6.0,1.0,1.0,3.0,0,0,0,0,0,1,0,1,1,0,0,1
2.0,173.0,3000000.0,1.0,1.0,3.0,6.0,6.0,1.0,1.0,6.0,0,0,0,0,0,1,0,0,1,0,0,1
4.0,215.0,2780000.0,1.0,1.0,2.8,1.0,6.0,1.0,1.0,7.0,0,0,0,0,0,0,0,1,1,0,0,0
