sl_nb_chambre,sl_taille,sl_prix,sl_salle_d_eau,sl_salle_de_bain,sl_toilette,sl_etage,sl_hauteur,sl_parking,sl_terrasse,sl_nb_piece,sl_style_enc,sl_localisation_enc,sl_cuisine_enc,sl_exposition_enc,sl_vue_enc,sl_ascenseur_enc,sl_neuf_enc,sl_cave_enc,sl_annee_enc,sl_balcon_enc,sl_parquet_enc,sl_gardien_enc
1.0,44.0,480000.0,1.0,1.0,2.5999999999999996,3.0,4.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,60.0,735000.0,1.0,1.0,2.4,2.0,6.0,1.0,1.0,4.0,0,0,0,0,0,1,0,1,1,0,0,1
4.0,288.0,2850000.0,1.0,1.0,2.2,1.0,6.0,1.0,1.0,6.0,0,0,0,0,0,1,1,0,0,0,0,0
4.0,285.0,3400000.0,1.0,1.0,2.0,4.0,6.0,1.0,1.0,6.0,0,0,0,0,0,1,1,0,0,1,0,0
4.0,278.0,3544500.0,1.0,1.0,1.7999999999999998,4.0,6.0,1.0,1.0,6.0,0,0,0,0,0,1,1,1,0,0,0,1
1.0,44.0,462000.0,1.0,1.0,1.5999999999999996,5.0,6.0,1.0,1.0,2.0,0,0,0,0,0,0,0,1,0,1,0,1
2.0,70.0,788000.0,1.0,1.0,1.4,3.0,8.0,1.0,1.0,3.0,0,0,0,0,0,1,0,1,0,0,0,1
2.0,60.0,815000.0,1.0,1.0,1.1999999999999997,2.0,7.0,1.0,1.0,3.0,0,0,0,0,0,1,0,1,0,0,0,1
2.5,28.0,398000.0,1.0,1.0,1.0,4.0,6.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0
3.0,205.0,3450000.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,5.0,0,0,0,0,0,1,0,1,0,1,1,1
3.5,11.0,120000.0,1.0,1.0,1.0,1.6666666666666667,7.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0
4.0,180.0,2350000.0,1.0,1.0,1.0,1.3333333333333335,9.0,1.0,1.0,5.0,0,0,0,0,0,1,0,1,0,1,0,1
2.5,46.0,722174.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,60.0,610000.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,0,0,0,0,0,1,0,1,1,0,1,1
2.0,105.0,595000.0,1.0,1.0,2.0,5.0,8.0,1.0,1.0,4.0,0,0,0,0,0,1,1,0,0,0,1,1
2.0,27.0,329000.0,1.0,1.2857142857142856,1.0,6.0,6.0,1.0,1.0,1.0,0,0,0,0,0,1,0,1,1,0,0,0
2.0,35.0,485000.0,1.0,1.5714285714285714,1.0,2.0,5.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0
2.0,59.0,830000.0,1.0,1.8571428571428572,1.0,1.0,5.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1
2.0,59.0,830000.0,1.0,2.142857142857143,1.0,1.0,5.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1
2.3333333333333335,35.0,485000.0,1.0,2.4285714285714284,1.0,2.0,5.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0
2.6666666666666665,9.0,123000.0,1.0,2.7142857142857144,1.0,8.0,8.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0
3.0,230.0,3100000.0,1.0,3.0,1.0,4.0,8.75,1.0,1.0,6.0,0,0,0,0,0,1,1,0,0,0,0,0
2.0,78.0,775000.0,1.0,2.3333333333333335,1.0,5.333333333333333,9.5,1.0,1.0,3.0,0,0,0,0,0,1,0,1,0,0,1,0
2.5,11.0,80000.0,1.0,1.6666666666666667,1.0,6.666666666666666,10.25,1.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0
3.0,130.0,1550000.0,1.0,1.0,3.0,8.0,11.0,1.0,1.0,5.0,0,0,0,0,0,1,0,1,0,1,0,1
2.5,6.0,55000.0,1.0,1.0,2.5,7.0,9.75,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1
2.0,90.0,1145000.0,1.0,1.0,2.0,6.666666666666667,8.5,1.0,1.0,3.0,0,0,0,0,0,1,0,1,0,1,1,1
4.0,300.0,4500000.0,1.0,3.0,3.0,6.333333333333333,7.25,1.0,1.0,6.0,0,0,0,0,0,1,0,1,0,0,1,1
3.25,9.0,110000.0,1.0,2.5,2.5,6.0,6.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
2.5,34.0,450000.0,1.0,2.0,2.0,5.0,6.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
1.75,9.0,110000.0,1.0,1.5,1.5,6.0,6.5,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,43.0,740000.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,2.0,0,0,0,0,0,1,0,1,0,0,1,1
5.0,400.0,3970000.0,1.0,5.0,1.0,2.0,7.333333333333333,1.0,1.0,7.0,0,0,0,0,0,1,1,0,0,0,0,0
4.0,160.0,2210000.0,1.0,4.0,1.0,6.0,7.666666666666667,1.0,1.0,6.0,0,0,0,0,0,1,0,1,0,0,0,0
3.5,24.0,287000.0,1.0,3.0,1.0,5.0,8.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1
3.0,160.0,2450000.0,1.0,2.0,1.0,4.0,7.0,1.0,1.0,6.0,0,0,0,0,0,1,1,0,0,0,0,0
1.0,55.0,716000.0,1.0,1.0,1.0,5.0,6.0,1.0,1.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1
3.0,250.0,3750000.0,1.0,2.0,1.0,6.0,7.0,1.0,1.0,6.0,0,0,0,0,0,1,1,0,0,0,0,0
3.5,16.0,270000.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0,0,1,0,1
4.0,220.0,2900000.0,1.0,4.0,1.0,3.0,8.0,1.0,1.0,8.0,0,0,1,0,0,1,0,0,0,0,0,1
2.0,95.0,1130000.0,1.0,1.0,1.0,3.5,8.0,1.0,1.0,4.0,0,0,0,0,0,1,1,0,0,0,1,1
2.0,76.0,800000.0,1.0,1.0,1.0,4.0,8.0,1.0,1.0,3.0,0,0,0,0,0,1,0,0,0,0,0,1
3.0,177.0,2730000.0,1.0,1.0,1.0,5.0,6.0,1.0,1.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,235.0,2850000.0,1.0,3.0,1.0,5.666666666666667,6.333333333333333,1.0,1.0,5.0,0,0,1,0,0,1,0,1,0,1,1,1
7.0,800.0,25000000.0,1.0,2.3333333333333335,1.0,6.333333333333333,6.666666666666667,1.0,1.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0
5.75,618.25,19147500.0,1.0,1.6666666666666667,1.0,7.0,7.0,1.3333333333333333,1.6666666666666665,8.25,0,0,0,0,0,0,1,0,0,0,1,0
4.5,436.5,13295000.0,1.0,1.0,2.0,5.0,8.0,1.6666666666666665,2.333333333333333,6.5,0,0,0,0,0,1,0,1,0,0,1,1
3.25,254.75,7442500.0,1.0,2.0,3.0,6.0,6.0,2.0,3.0,4.75,0,0,0,0,0,1,0,0,0,0,0,0
2.0,73.0,1590000.0,1.0,1.0,1.0,5.5,9.0,1.0,1.0,3.0,0,0,0,0,0,1,0,1,0,0,1,1
1.5,8.0,99000.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,40.0,630000.0,1.0,1.0,1.0,6.333333333333333,9.0,1.0,1.0,2.0,0,0,0,0,0,1,0,1,0,0,0,1
1.0,15.0,229000.0,1.0,1.0,1.0,7.666666666666666,12.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,36.0,462000.0,1.0,1.0,1.0,9.0,15.0,1.0,1.0,1.5,0,0,0,0,0,1,0,1,0,0,0,1
1.0,57.0,695000.0,1.0,1.0,1.0,6.5,4.0,1.0,1.0,2.0,0,0,0,0,0,1,0,1,0,0,0,1
4.0,316.0,8060000.0,1.5,3.0,3.0,4.0,6.0,1.0,1.0,7.0,0,0,1,0,0,1,0,1,0,0,0,1
2.0,93.0,935000.0,2.0,2.0,2.0,1.0,14.0,1.0,1.0,4.0,0,0,0,0,0,1,0,1,0,0,1,0
4.0,440.0,7000000.0,1.5,1.0,3.0,3.0,10.5,1.0,1.0,20.0,0,0,0,0,0,1,0,0,0,0,0,0
4.0,290.0,4680000.0,1.0,3.0,4.0,5.0,7.0,1.0,1.0,7.0,0,0,0,0,0,1,0,0,0,0,0,1
2.0,69.0,818000.0,1.0,1.0,1.0,2.0,8.5,1.0,1.0,3.0,0,0,0,0,0,1,0,1,0,0,1,1
2.0,70.0,880000.0,1.0,1.0,1.0,5.0,10.0,1.0,1.0,4.0,0,0,0,0,0,1,0,1,0,0,1,0
2.0,97.0,1236000.0,1.0,1.0,1.0,4.0,8.5,1.0,1.0,3.0,0,0,0,0,0,1,0,1,0,1,0,1
1.0,64.0,780000.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,2.0,0,0,0,0,0,1,0,1,0,0,1,0
2.0,118.0,2340000.0,1.0,1.0,2.0,8.0,7.75,1.0,1.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0
2.0,69.0,818000.0,1.0,1.0,1.0,2.0,8.5,1.0,1.0,3.0,0,0,0,0,0,1,0,1,0,0,1,1
5.0,434.0,12950000.0,1.0,4.0,1.0,4.0,9.25,1.0,1.0,11.0,0,0,0,0,0,1,0,1,0,0,0,1
2.0,70.0,880000.0,1.0,1.0,1.0,5.0,10.0,1.0,1.0,4.0,0,0,0,0,0,1,0,1,0,0,1,0
4.0,164.0,1850000.0,1.0,1.0,2.0,4.5,8.0,1.0,1.0,6.0,0,0,0,0,0,1,0,0,0,0,1,1
1.0,87.0,1190000.0,1.0,1.0,1.5,4.0,8.5,1.0,1.0,3.0,0,0,1,0,0,1,0,1,0,1,0,1
3.0,86.0,999740.0,1.0,1.0,1.0,6.0,9.0,1.0,1.0,4.0,0,0,0,0,0,1,0,1,0,1,0,0
1.0,52.0,625000.0,1.0,1.0,1.0,4.0,6.0,1.0,1.0,2.0,0,0,1,0,0,1,0,1,0,0,0,1
1.0,58.0,760000.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,0,0,1,0,0,1,0,0,0,0,0,1
2.0,72.0,780000.0,1.0,1.0,1.0,5.0,6.0,1.0,1.0,3.0,0,0,0,0,0,1,0,1,0,0,1,0
1.0,15.0,228800.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,29.0,350000.0,1.0,1.0,1.0,2.0,8.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,1
3.0,100.0,1150000.0,1.0,1.0,1.0,7.0,9.0,1.0,1.0,4.0,0,0,1,0,0,1,0,0,0,1,1,1
2.0,79.0,885000.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,4.0,0,0,0,0,0,1,0,1,0,0,1,0
3.0,112.0,1395000.0,1.0,1.0,2.0,7.0,11.0,1.0,1.0,5.0,0,0,0,0,0,1,0,1,0,1,0,0
2.5,13.0,175000.0,1.0,1.0,1.5,6.0,10.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1
2.0,69.0,818000.0,1.0,1.0,1.0,2.0,9.0,1.0,1.0,3.0,0,0,0,0,0,1,0,1,0,0,1,1
1.5,32.0,310000.0,1.0,1.0,1.0,2.0,8.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,64.0,780000.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,2.0,0,0,0,0,0,1,0,1,0,0,1,0
1.5,10.0,115000.0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,72.0,780000.0,1.0,1.0,1.0,5.0,6.0,1.0,1.0,3.0,0,0,0,0,0,1,0,1,0,0,1,0
1.0,15.0,228800.0,1.0,1.25,1.0,1.0,7.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,29.0,350000.0,1.0,1.5,1.0,2.0,8.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,1
3.0,100.0,1150000.0,1.0,1.75,1.0,7.0,9.0,1.0,1.0,4.0,0,0,1,0,0,1,0,0,0,1,1,1
3.0,271.0,3120000.0,1.0,2.0,2.0,5.0,5.0,1.0,1.0,5.0,0,0,0,0,0,1,0,1,0,0,0,1
2.0,163.0,1900000.0,1.0,1.5,1.0,3.0,6.0,1.0,1.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0
1.0,55.0,680000.0,1.0,1.0,1.0,6.0,7.0,1.0,1.0,2.0,0,0,0,0,0,1,0,0,0,1,0,0
1.0,72.0,1650000.0,1.0,1.0,1.25,2.0,2.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,240.0,4375000.0,1.0,1.0,1.5,3.0,3.0,1.0,1.0,6.0,0,0,1,0,0,0,0,1,0,0,0,1
6.0,355.0,8000000.0,1.0,1.0,1.75,4.0,4.0,1.0,1.0,7.0,0,0,0,0,0,1,0,1,0,1,0,1
2.0,100.0,880000.0,1.0,1.0,2.0,7.0,10.0,1.0,1.0,4.0,0,0,0,0,0,1,0,1,0,1,1,1
3.0,200.0,2600000.0,1.0,1.0,3.0,3.0,6.0,1.25,1.0,6.0,0,0,0,0,0,1,0,0,0,0,0,1
2.0,79.0,906800.0,2.0,1.5,2.0,8.0,6.0,1.5,1.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0
2.0,77.0,1190000.0,1.6666666666666667,2.0,2.0,5.0,6.0,1.75,1.0,4.0,0,0,1,0,0,1,1,0,1,1,1,0
2.0,122.0,1650000.0,1.3333333333333335,1.0,1.0,5.0,8.0,2.0,1.0,4.0,0,0,0,0,0,1,0,1,0,0,0,1
3.0,105.0,1390000.0,1.0,1.0,2.0,3.0,10.0,2.0,1.0,4.0,0,0,0,0,0,1,1,1,0,0,1,1
1.0,230.0,6300000.0,1.0,1.0,2.3333333333333335,3.0,3.0,2.0,1.0,5.0,0,0,0,0,1,1,0,0,1,0,1,0
5.0,333.0,3000000.0,1.0,3.0,2.6666666666666665,2.5,4.333333333333333,2.0,1.0,10.0,0,0,0,0,0,0,0,1,0,0,1,0
4.0,185.0,2995000.0,2.0,2.0,3.0,2.0,5.666666666666666,2.0,1.0,6.0,0,0,0,0,0,0,0,1,0,0,1,1
4.0,232.0,2980000.0,2.0,2.0,2.5,5.0,7.0,2.0,1.0,6.0,0,0,0,0,0,1,0,1,0,0,1,0
3.0,123.0,1800000.0,2.0,2.0,2.0,6.0,7.0,2.0,1.0,5.0,0,0,0,0,0,1,0,1,0,0,0,1
4.0,190.0,2590000.0,2.0,3.0,1.0,3.0,6.0,2.0,1.0,6.0,0,0,0,0,0,1,0,0,0,0,1,0
4.0,186.0,2220000.0,2.0,1.0,3.0,1.0,7.0,2.0,1.0,7.0,0,0,0,0,0,1,0,1,0,0,1,1
4.0,203.0,2590000.0,2.0,1.0,2.0,1.0,6.0,2.0,1.0,7.0,0,0,0,0,0,1,0,1,0,0,0,1
3.0,104.0,1508000.0,1.0,1.0,1.0,1.0,7.0,2.0,1.0,5.0,0,0,0,0,0,1,0,1,0,0,0,1
2.0,100.0,1150000.0,1.0,1.0,1.5,7.0,10.0,2.0,1.0,4.0,0,0,0,0,0,1,0,1,0,0,1,1
2.0,118.0,2340000.0,1.0,1.0,2.0,8.0,9.0,2.0,1.0,4.0,0,0,0,0,1,0,0,1,0,0,0,0
3.0,201.0,2500000.0,1.0,3.0,1.0,3.0,6.0,2.0,1.0,6.0,0,0,0,0,0,1,0,1,0,0,0,1
4.0,428.0,5300000.0,1.0,2.0,3.0,3.0,6.0,2.0,1.0,8.0,0,0,0,0,1,1,0,0,0,0,0,1
3.0,199.0,2750000.0,1.0,2.5,3.0,4.0,6.5,2.0,1.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0
4.0,265.0,3397000.0,1.0,3.0,3.0,4.0,7.0,2.0,1.0,7.0,0,0,0,0,0,1,0,1,0,0,0,1
3.0,165.0,2050000.0,1.0,1.0,2.3333333333333335,4.0,8.0,2.0,1.0,5.0,0,0,0,0,1,1,0,1,0,0,0,1
3.0,128.0,1990000.0,1.0,1.0,1.6666666666666667,6.0,8.0,2.0,1.0,5.0,0,0,0,0,1,1,0,1,0,0,0,0
1.0,56.0,880000.0,1.0,1.0,1.0,3.0,10.0,2.0,1.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1
4.0,179.0,2250000.0,1.0,1.0,1.0,6.0,7.0,2.0,1.0,7.0,0,0,0,0,0,1,0,1,1,0,1,1
3.5,166.5,2325000.0,1.0,2.0,1.0,5.0,6.5,2.0,1.0,5.5,0,0,0,0,0,0,0,0,0,0,0,0
3.0,154.0,2400000.0,1.0,3.0,1.0,4.0,6.0,2.0,1.0,4.0,0,0,0,0,1,0,0,0,0,0,0,1
3.0,90.0,1300000.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,4.0,0,0,0,0,0,1,0,1,0,0,1,0
4.0,185.0,2995000.0,1.0,3.0,1.0,2.0,6.0,2.0,1.0,6.0,0,0,0,0,0,1,0,1,0,0,0,0
3.0,223.0,3570000.0,1.0,2.0,2.0,6.0,2.0,2.0,1.0,4.0,0,0,0,0,1,1,0,1,0,0,1,1
3.0,106.0,1490000.0,1.0,1.0,2.0,5.0,8.0,2.0,1.0,5.0,0,0,0,0,0,1,0,1,0,0,0,1
3.0,112.0,1386000.0,1.0,1.0,2.0,2.0,8.0,2.0,1.0,5.0,0,0,0,0,0,1,0,1,0,0,0,1
4.0,184.0,2984000.0,2.0,1.0,2.0,2.0,9.0,2.0,1.0,6.0,0,0,0,0,0,1,0,1,0,0,0,1
1.0,58.0,950000.0,1.0,1.0,1.0,4.0,11.0,2.0,1.0,2.0,0,0,0,0,1,1,0,0,0,0,0,1
3.0,165.0,2600000.0,3.0,1.0,3.0,5.0,6.0,2.0,1.0,5.0,0,0,0,0,0,1,0,1,1,0,1,1
2.0,85.0,1030000.0,2.6666666666666665,1.0,1.0,3.0,6.0,2.0,1.0,3.0,0,0,0,0,0,1,0,1,1,0,1,1
1.0,65.0,1000000.0,2.3333333333333335,1.0,1.0,3.5,6.0,2.0,1.0,2.0,0,0,0,0,0,1,0,1,0,0,1,1
2.0,76.0,1180000.0,2.0,1.0,1.0,4.0,6.0,2.0,1.0,4.0,0,0,0,0,0,1,0,1,1,0,1,1
5.0,274.0,3900000.0,1.6666666666666667,5.0,5.0,4.0,6.0,2.0,1.0,8.0,0,0,0,0,1,1,0,1,0,0,1,1
5.0,340.0,5270000.0,1.3333333333333335,4.0,1.0,2.0,6.0,2.0,1.0,7.0,0,0,0,0,1,1,0,0,0,0,0,1
3.0,197.0,3495000.0,1.0,1.0,2.0,2.0,6.0,2.0,1.0,5.0,0,0,0,0,0,1,0,1,1,0,1,1
3.0,189.0,3400000.0,1.0,2.0,3.0,4.0,7.0,2.0,1.0,5.0,0,0,0,0,0,1,0,1,0,0,0,1
3.0,385.0,5775000.0,2.0,2.0,3.0,5.0,6.0,2.0,1.0,11.0,0,0,0,0,1,1,0,0,0,0,1,1
4.0,282.0,3350000.0,2.0,2.0,4.0,1.0,6.0,2.0,1.0,8.0,0,0,0,0,0,1,0,1,0,0,1,1
2.0,170.0,2600000.0,2.2,2.0,3.0,1.0,6.0,2.0,1.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0
4.0,144.0,1790000.0,2.4,2.0,2.0,1.0,8.0,2.0,1.0,6.0,0,0,0,0,0,1,0,1,0,0,1,1
3.0,128.0,1990000.0,2.6,2.0,3.0,7.0,7.0,2.0,1.0,5.0,0,0,0,0,1,1,0,0,0,0,0,0
1.0,80.0,1080000.0,2.8,1.0,1.0,5.0,7.0,2.0,1.0,3.0,0,0,0,0,1,1,0,0,0,0,1,1
3.0,163.0,2145000.0,3.0,1.5,3.0,2.0,6.0,2.0,1.0,5.0,0,0,0,0,1,1,0,1,0,0,1,1
3.0,298.0,4500000.0,2.0,2.0,2.0,3.0,5.0,2.0,1.0,5.0,0,0,0,0,1,1,0,1,0,0,0,1
4.0,195.0,3095000.0,1.0,1.0,2.0,6.0,6.0,2.0,1.0,6.0,0,0,0,0,1,1,0,1,1,0,1,1
4.0,217.0,2850000.0,4.0,1.0,4.0,5.0,7.0,2.0,1.0,7.0,0,0,0,0,0,1,0,1,0,0,1,1
2.0,83.0,935000.0,3.0,1.0,1.0,4.0,8.0,2.0,1.0,3.0,0,0,0,0,1,1,0,0,0,0,0,1
1.0,80.0,1080000.0,2.0,1.0,1.0,5.0,7.0,2.0,1.0,3.0,0,0,0,0,1,1,0,0,0,0,1,1
4.0,186.0,2220000.0,1.0,2.0,3.0,1.0,6.0,2.0,1.0,7.0,0,0,0,0,0,1,0,1,0,0,1,1
2.0,75.0,1650000.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,3.0,0,0,0,0,1,1,0,1,0,0,1,0
5.0,209.0,2350000.0,1.0,3.0,2.0,6.0,5.5,2.0,1.0,7.0,0,0,0,0,1,1,0,1,0,0,0,0
3.0,197.0,3100000.0,1.0,2.0,3.0,6.0,7.0,2.0,1.0,5.0,0,0,0,0,0,1,0,1,0,0,0,1
4.0,240.0,3095000.0,1.0,2.0,2.0,1.0,6.0,2.0,1.0,7.0,0,0,0,0,1,1,0,1,0,0,1,1
2.0,218.25,2050000.0,1.0,2.0,1.0,6.0,6.0,2.0,1.0,4.0,0,0,0,0,1,1,0,0,0,0,1,0
3.0,196.5,1995000.0,1.0,2.0,1.0,1.0,6.0,2.0,1.0,4.0,0,0,0,0,0,1,0,0,0,0,1,1
4.0,174.75,6360000.0,1.0,1.5,1.5,1.0,5.0,2.0,1.0,8.0,0,0,0,0,0,1,0,0,0,0,1,0
3.0,153.0,2200000.0,1.0,1.0,2.0,3.0,6.0,2.0,1.0,4.0,0,0,0,0,0,1,0,0,0,0,0,1
4.0,222.25,8890000.0,1.0,3.0,1.0,6.0,7.0,2.0,1.0,7.0,0,0,0,0,1,1,0,0,0,0,1,0
4.0,291.5,9426666.666666666,1.6666666666666665,2.3333333333333335,1.0,4.75,5.0,2.0,1.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,360.75,9963333.333333334,2.333333333333333,1.6666666666666667,1.0,3.5,3.0,2.0,1.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,430.0,10500000.0,3.0,1.0,1.0,2.25,1.0,2.0,1.0,7.0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,70.0,960000.0,2.6666666666666665,1.0,2.0,1.0,8.0,2.0,1.0,3.0,0,0,0,0,0,1,0,1,0,0,1,1
4.0,195.0,2460000.0,2.3333333333333335,2.0,2.0,4.0,7.0,2.0,1.0,6.0,0,0,0,0,1,1,0,1,1,0,1,1
3.0,76.0,1149000.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,4.0,0,0,0,0,1,0,0,1,1,0,1,0
3.0,103.0,1624500.0,1.6666666666666667,2.0,2.0,4.0,6.0,2.0,1.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0
3.0,130.0,2100000.0,1.3333333333333335,2.0,2.0,6.0,6.0,2.0,1.0,5.0,0,0,0,0,1,1,0,0,0,0,1,1
2.0,90.0,1110000.0,1.0,1.0,2.0,4.0,8.0,2.0,1.0,4.0,0,0,0,0,0,1,0,1,0,0,0,1
4.0,93.5,2992500.0,1.0,4.0,1.0,5.0,6.0,2.0,1.0,7.0,0,0,0,0,0,1,0,0,1,0,1,0
3.0,97.0,1420000.0,1.0,1.0,1.0,3.0,6.0,2.0,1.0,5.0,0,0,0,0,0,1,0,1,0,0,0,0
5.0,317.0,8060000.0,1.0,1.0,1.0,4.0,6.0,2.0,1.0,7.0,0,0,0,0,1,1,0,0,0,0,0,0
3.0,162.0,2592000.0,1.0,2.0,1.0,1.0,6.0,2.0,1.0,5.0,0,0,0,0,1,1,0,1,0,0,0,1
4.0,320.0,3133500.0,1.0,2.0,3.0,3.0,6.0,2.0,1.0,7.0,0,0,0,0,1,1,0,1,0,0,1,1
4.0,329.0,3675000.0,1.0,1.0,3.0,2.0,5.0,2.0,1.0,11.0,0,0,0,0,0,0,0,1,0,0,0,0
4.0,264.0,3690000.0,1.0,3.0,3.0,1.0,6.0,2.0,1.0,7.0,0,0,0,0,0,1,0,1,0,0,1,1
