,sl_prix,sl_localisation,sl_cuisine,sl_exposition,sl_vue,sl_ascenseur,sl_neuf,sl_cave,sl_annee,sl_balcon,sl_parquet,sl_style,sl_gardien,sl_nb_chambre,sl_taille,sl_salle_d_eau,sl_salle_de_bain,sl_toilette,sl_etage,sl_hauteur,sl_parking,sl_terrasse,sl_nb_piece
0,155000.0,0,0,0,0,1,0,1,0,0,1,0,1,1,47,1,1,1,1,5,1,1,2
1,288750.0,0,0,0,0,0,0,1,0,0,0,0,0,2,57,1,1,1,1,5,1,1,3
2,1260000.0,0,0,0,0,1,0,1,0,0,0,0,0,3,180,1,1,1,1,7,1,1,5
3,1700000.0,0,0,0,0,0,1,1,0,0,0,0,0,3,148,1,2,1,2,3,1,1,4
4,277990.0,0,0,0,0,1,0,0,0,0,0,0,0,1,58,1,1,1,1,8,1,1,2
5,1230000.0,0,0,0,0,1,0,1,0,0,0,0,1,3,154,1,1,2,2,10,1,1,5
6,359000.0,0,0,0,0,1,0,1,0,1,1,0,1,2,52,1,1,1,3,10,1,1,3
7,650000.0,0,0,0,0,1,0,0,0,0,0,0,0,2,92,2,1,1,2,3,1,1,3
8,1100000.0,0,0,1,0,0,0,0,0,0,0,0,0,4,245,3,3,3,1,2,1,1,6
9,885000.0,0,1,0,0,0,0,0,0,0,0,1,0,5,250,2,2,2,1,1,1,1,7
10,895000.0,0,0,0,0,1,0,1,0,0,1,0,0,3,138,2,1,2,1,4,1,1,4
11,860000.0,0,0,0,0,1,0,0,0,0,1,0,0,3,138,1,1,1,1,7,1,1,4
12,359000.0,0,0,0,0,1,0,1,0,1,1,0,1,2,52,1,1,1,3,10,1,1,3
13,140000.0,0,0,0,0,0,0,0,1,0,0,0,0,2,15,1,1,1,5,5,1,1,1
14,698000.0,0,0,0,0,1,0,1,0,0,0,0,0,3,99,1,1,1,2,6,1,1,4
15,222000.0,0,0,0,0,0,0,1,1,0,1,0,0,2,79,1,1,1,1,7,1,1,3
16,1180000.0,0,0,0,0,1,0,1,0,0,1,0,0,3,144,1,1,2,1,8,1,1,5
17,315000.0,0,0,0,0,0,0,0,0,0,0,0,0,2,59,1,1,1,1,9,1,1,3
18,1260000.0,0,0,0,0,1,0,1,0,0,0,0,0,3,180,1,1,1,1,7,1,1,5
19,1250000.0,0,1,0,0,1,1,1,0,0,1,0,0,3,140,3,1,1,4,4,1,1,5
20,650000.0,0,0,0,0,1,0,0,0,0,0,0,0,2,92,2,1,1,2,3,1,1,3
21,470000.0,0,0,0,0,1,0,0,0,0,0,0,0,2,72,1,1,1,1,3,1,1,3
22,365000.0,0,0,0,0,0,0,0,1,0,0,0,0,1,51,1,1,1,4,4,1,1,2
23,90500.0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,1,1,1,2,3,1,1,1
24,440000.0,0,0,0,0,0,0,1,0,0,0,0,0,3,106,1,1,1,3,4,1,1,4
25,325000.0,0,0,0,0,1,0,0,0,1,0,0,1,1,41,1,1,1,4,6,1,1,2
26,544000.0,0,0,0,0,1,0,0,0,0,0,0,0,1,85,1,1,1,4,3,1,1,3
27,595000.0,0,0,0,0,0,0,0,1,0,0,0,0,3,132,1,1,1,2,1,1,1,4
28,575000.0,0,0,0,0,1,0,1,0,0,0,0,1,2,96,2,1,1,1,7,1,1,3
29,850000.0,0,0,0,0,0,0,1,0,0,0,1,0,6,268,3,1,4,1,2,1,1,10
30,112000.0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,1,1,1,1,3,1,1,1
31,720000.0,0,0,0,0,1,0,1,1,0,1,0,0,2,102,1,1,1,3,5,1,1,3
32,649500.0,0,1,0,0,1,0,1,0,0,0,0,0,2,105,1,1,1,7,7,1,1,3
33,448000.0,0,0,0,0,1,1,1,0,1,0,0,0,2,64,1,1,1,6,7,1,1,3
34,285000.0,0,0,0,0,1,0,1,0,0,0,0,0,1,54,1,1,1,2,3,1,1,2
35,625000.0,0,0,0,0,1,0,1,0,0,0,0,0,2,80,1,1,1,7,3,1,1,3
36,629000.0,0,0,0,0,1,0,1,0,0,0,0,1,2,95,1,1,1,12,12,1,1,3
37,565000.0,0,0,0,0,1,0,1,0,0,1,0,0,2,80,1,1,1,7,7,1,1,4
38,1280000.0,0,0,0,0,0,0,1,0,0,0,0,0,3,276,1,1,1,1,4,1,1,5
39,325500.0,0,0,0,0,1,0,1,0,1,0,0,0,3,78,1,1,1,1,5,1,1,4
40,179000.0,0,0,0,0,1,0,0,0,0,0,0,0,1,31,1,1,1,1,4,1,1,2
41,112000.0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,1,1,1,2,3,1,1,1
42,112000.0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,1,1,1,1,3,1,1,1
43,910000.0,0,1,0,0,0,0,1,0,0,0,0,0,4,136,1,1,2,2,3,1,1,5
44,269900.0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,1,1,1,3,4,1,1,2
45,315000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,1,1,1,5,5,1,1,2
46,839000.0,0,1,0,0,0,0,0,0,0,0,0,0,4,132,1,1,2,1,4,1,2,5
47,278600.0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,1,1,1,1,4,1,1,2
48,150000.0,0,0,0,0,1,0,1,0,0,0,0,1,1,52,1,1,1,2,7,1,1,2
49,630000.0,0,0,0,0,1,0,1,0,0,1,0,0,3,111,1,1,1,2,6,1,1,5
50,735000.0,0,0,0,0,0,0,1,0,0,1,0,0,2,90,1,1,1,2,6,1,1,3
51,335000.0,0,0,1,0,0,0,0,0,0,0,0,0,1,42,1,1,1,4,6,1,1,2
52,839000.0,0,1,0,0,0,0,0,0,0,0,0,0,4,132,1,1,2,1,5,1,2,5
53,1280000.0,0,0,0,0,0,0,1,0,0,0,0,0,3,276,1,1,1,1,4,1,1,5
54,112000.0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,1,1,1,2,3,1,1,1
55,150000.0,0,0,0,0,1,0,1,0,0,0,0,1,1,52,1,1,1,2,7,1,1,2
56,720000.0,0,0,0,0,1,0,1,1,0,1,0,0,2,102,1,1,1,3,7,1,1,3
57,649500.0,0,1,0,0,1,0,1,0,0,0,0,0,2,105,1,1,1,7,7,1,1,3
58,630000.0,0,0,0,0,1,0,1,0,0,1,0,0,3,111,1,1,1,5,6,1,1,5
59,460000.0,0,0,0,0,0,0,0,1,0,0,0,0,2,70,1,1,1,4,5,1,1,3
60,560000.0,0,0,0,0,1,0,0,0,0,1,0,0,3,108,1,1,2,5,7,1,1,4
61,520000.0,0,0,0,0,0,0,0,1,0,0,0,0,1,80,1,1,1,1,2,1,1,3
62,345000.0,0,0,0,0,0,0,1,0,0,0,0,0,2,84,1,1,1,1,1,1,1,3
63,465000.0,0,0,0,0,1,0,1,0,0,0,0,0,1,70,1,1,1,3,7,1,1,2
64,525000.0,0,0,0,0,1,0,1,0,0,1,0,0,1,65,1,1,1,4,4,1,1,2
65,498000.0,0,0,0,0,1,0,1,0,0,0,0,0,3,61,1,1,1,3,8,1,1,4
66,290000.0,0,0,0,0,1,0,1,0,0,0,0,0,2,62,1,1,1,6,12,1,1,3
67,524000.0,0,0,0,0,1,0,1,0,0,0,0,1,1,60,1,1,1,17,17,1,2,2
68,980000.0,0,1,0,0,1,0,1,0,0,0,0,0,2,133,2,1,2,7,7,1,1,4
69,150000.0,0,0,0,0,1,0,1,0,1,0,0,1,2,33,1,1,1,8,12,1,1,1
70,570000.0,0,0,0,0,0,1,1,0,0,1,0,0,2,68,1,1,1,2,4,1,1,3
71,448000.0,0,0,0,0,1,1,1,0,1,0,0,0,2,64,1,1,1,6,7,1,1,3
72,210000.0,0,0,0,0,1,0,0,0,0,0,0,1,2,28,1,1,1,1,12,1,1,1
73,735000.0,0,0,0,0,1,0,1,0,0,1,0,0,2,90,1,1,1,2,6,1,1,3
74,1180000.0,0,0,0,0,1,0,1,0,0,1,0,0,3,144,1,1,1,2,6,1,1,6
75,735000.0,0,0,0,0,1,0,1,0,0,0,0,1,3,110,1,1,1,5,6,1,1,4
76,150000.0,0,0,0,0,1,0,1,0,0,0,0,0,1,52,1,1,1,2,5,1,1,2
77,196000.0,0,0,0,0,0,0,1,0,0,1,0,0,1,46,1,1,1,2,4,1,1,2
78,320000.0,0,0,0,0,1,0,1,0,0,0,0,1,1,49,1,1,1,4,12,1,1,2
79,442000.0,0,1,0,0,0,0,0,1,0,0,0,0,1,54,1,1,1,2,5,1,1,2
80,825000.0,0,1,0,0,0,0,0,0,0,0,0,0,4,108,2,1,1,1,5,1,1,5
81,525000.0,0,0,0,0,1,0,1,0,0,1,0,0,1,65,1,1,1,4,4,1,1,2
82,290000.0,0,0,0,0,1,0,1,0,0,0,0,0,2,62,1,1,1,6,10,1,1,3
83,524000.0,0,0,0,0,1,0,1,0,0,0,0,1,1,60,1,1,1,17,17,1,2,2
84,345000.0,0,0,0,0,0,0,1,0,0,0,0,0,2,84,1,1,1,1,1,1,1,3
85,980000.0,0,1,0,0,1,0,1,0,0,0,0,0,2,133,2,1,2,7,7,1,1,4
86,830000.0,0,0,0,0,1,0,1,0,0,1,0,0,4,129,1,1,1,1,6,1,1,5
87,570000.0,0,0,0,0,0,1,1,0,0,1,0,0,2,68,1,1,1,2,4,1,1,3
88,725000.0,0,0,0,0,0,0,0,0,0,1,0,0,3,104,2,1,1,2,5,1,1,4
89,510000.0,0,1,0,0,1,0,1,0,0,0,0,0,2,66,1,1,1,5,7,1,1,3
90,525000.0,0,0,0,0,0,0,1,0,1,0,0,1,3,395,1,1,1,1,1,1,1,4
91,2990000.0,0,0,0,0,0,0,0,0,0,0,1,0,19,725,1,1,1,1,1,1,1,20
92,1750000.0,0,0,0,0,0,0,0,0,0,0,1,0,6,480,1,1,1,1,2,1,1,7
93,890000.0,0,0,0,0,1,1,0,0,0,1,0,0,3,115,1,1,1,1,2,1,1,4
94,735000.0,0,0,0,0,1,0,1,0,1,0,0,1,3,100,1,1,1,1,2,1,1,5
95,590000.0,0,0,0,0,1,1,1,0,0,1,0,0,2,82,1,1,1,1,3,1,1,3
96,735000.0,0,0,0,0,1,0,1,0,1,0,0,1,3,100,1,1,1,1,3,1,1,5
97,500000.0,0,0,0,0,0,0,1,0,0,0,0,0,2,71,1,1,1,1,3,1,1,3
98,195000.0,0,0,0,0,0,0,0,1,0,0,0,0,2,21,1,1,1,4,4,1,1,1
99,385000.0,0,0,0,0,1,0,0,0,0,0,0,0,2,58,1,1,1,3,8,1,1,3
100,785000.0,0,0,0,0,1,0,1,0,0,0,0,0,3,120,1,1,2,2,5,1,1,4
101,698000.0,0,0,0,0,0,0,1,0,0,0,0,0,2,99,1,1,1,2,5,1,1,4
102,670000.0,0,0,0,0,1,0,1,0,0,1,0,0,2,87,1,1,1,1,5,1,1,4
103,252000.0,0,0,0,0,1,0,0,0,0,1,0,0,1,47,1,1,1,3,5,1,1,2
104,620000.0,0,0,0,0,1,0,0,1,0,0,0,0,2,90,1,1,1,4,6,1,1,4
105,171000.0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,1,1,1,4,5,1,1,1
106,519750.0,0,0,0,0,0,1,1,0,0,0,0,0,2,66,1,1,1,4,5,1,1,3
107,245000.0,0,0,0,0,0,0,0,0,1,0,0,0,1,32,1,1,1,5,5,1,1,1
108,196000.0,0,0,0,0,0,0,1,0,0,0,0,0,1,45,1,1,1,1,4,1,1,2
109,545000.0,0,1,0,0,1,0,1,0,0,0,0,0,2,79,1,1,1,6,4,1,1,3
110,711000.0,0,0,0,0,1,0,1,0,0,0,0,0,4,132,2,1,2,2,4,1,1,5
111,410000.0,0,0,0,0,0,0,0,0,0,0,0,0,3,77,1,1,2,1,4,1,1,4
112,364500.0,0,0,0,0,0,0,0,0,0,0,0,0,2,69,1,1,2,3,6,1,1,3
113,319000.0,0,0,0,0,0,0,0,0,0,0,0,0,2,62,1,1,2,1,8,1,1,3
114,241000.0,0,1,0,0,1,1,0,0,0,1,0,0,1,39,1,1,1,1,10,1,1,2
115,227000.0,0,1,0,0,1,1,0,0,0,1,0,0,1,36,1,1,1,1,10,1,1,2
116,995000.0,0,0,0,0,1,0,1,0,0,1,0,1,4,164,1,1,1,2,6,1,1,6
117,1198000.0,0,0,0,0,0,0,0,0,0,0,0,0,4,153,1,1,2,2,5,1,1,7
118,920000.0,0,0,0,0,1,0,1,1,0,1,0,0,3,134,1,1,1,3,5,1,1,5
119,288750.0,0,0,0,0,0,0,1,1,0,0,0,0,2,59,1,1,1,3,5,1,1,3
120,580000.0,0,0,0,0,1,0,0,0,1,0,0,0,1,77,1,1,1,4,6,1,1,3
121,495000.0,0,0,0,0,0,0,1,0,0,1,1,0,6,230,1,1,1,3,5,1,1,8
122,1198000.0,0,0,0,0,0,0,0,0,0,0,0,0,4,153,1,1,2,2,5,1,1,7
123,1250000.0,0,0,0,0,1,1,1,0,1,1,0,0,3,188,1,1,2,2,5,1,1,5
124,489000.0,0,0,0,0,1,0,1,0,1,0,0,0,2,81,1,1,1,2,5,1,1,3
125,920000.0,0,0,0,0,1,0,1,1,0,1,0,0,3,134,1,1,1,3,5,1,1,5
126,580000.0,0,1,0,0,1,0,1,0,0,0,0,0,1,76,1,1,1,4,7,1,1,3
127,80000.0,0,0,0,0,1,0,0,0,0,0,0,0,2,8,1,1,1,5,6,1,1,1
128,840000.0,0,0,0,0,1,0,1,0,0,1,0,0,4,150,1,1,1,4,5,1,1,5
129,920000.0,0,0,1,0,1,0,1,0,0,1,0,0,3,134,1,1,1,3,4,1,1,5
130,439000.0,0,0,0,0,1,0,1,0,0,1,0,1,2,78,1,1,1,2,3,1,1,4
131,540000.0,0,0,0,0,1,0,1,0,1,0,0,1,3,92,1,1,1,2,3,1,1,4
132,349500.0,0,0,0,0,0,0,1,1,0,0,0,0,2,65,1,1,1,2,2,1,1,3
133,950000.0,0,0,0,0,0,0,0,0,0,0,0,1,4,164,1,1,1,2,2,1,1,5
134,240000.0,0,0,0,0,0,0,1,0,0,0,0,0,1,53,1,1,1,1,2,1,1,2
135,390000.0,0,0,0,0,1,0,0,0,0,0,0,1,2,76,1,1,1,2,12,1,1,3
136,985000.0,0,0,0,0,1,1,1,0,0,0,0,0,3,132,1,1,1,3,6,1,1,4
137,290000.0,0,0,0,0,1,0,1,0,1,0,0,1,2,62,1,1,1,6,8,1,1,3
138,445000.0,0,0,0,0,1,0,1,0,0,1,0,0,2,66,1,1,1,7,7,1,1,3
139,940000.0,0,0,0,0,1,1,1,0,0,0,0,0,3,132,1,1,1,3,6,1,1,4
140,444000.0,0,0,0,0,0,0,0,0,0,0,0,0,2,74,1,1,1,3,4,1,1,3
141,290000.0,0,0,0,0,1,0,1,0,1,0,0,1,2,62,1,1,1,6,8,1,1,3
142,444000.0,0,0,0,0,0,0,0,0,0,0,0,0,2,74,1,1,1,3,4,1,1,3
143,405000.0,0,1,0,0,0,0,0,1,0,0,0,0,1,52,1,1,1,3,3,1,1,2
144,175000.0,0,1,0,0,0,0,1,1,0,0,0,0,1,21,1,1,1,4,4,1,1,1
145,598000.0,0,0,0,0,0,0,1,1,0,1,0,0,2,88,2,1,1,1,6,1,1,3
146,289000.0,0,0,0,0,0,0,0,0,0,0,1,0,4,160,3,1,3,3,2,2,1,8
147,375000.0,0,0,0,0,1,0,1,0,0,0,0,1,2,67,2,1,2,6,12,1,1,3
148,795000.0,0,0,0,0,1,0,1,0,0,0,0,0,3,117,1,1,2,1,4,1,1,5
149,249000.0,0,1,0,0,0,0,0,0,0,1,0,0,1,38,1,1,1,1,8,1,1,2
150,385000.0,0,0,0,0,1,0,1,0,1,0,0,0,2,67,1,1,1,2,12,1,1,3
151,427500.0,0,0,0,0,0,0,1,0,0,0,0,0,2,72,1,1,1,1,14,1,1,3
152,470000.0,0,0,0,0,1,0,1,0,0,1,0,0,2,78,1,1,1,1,4,1,1,3
153,538000.0,0,0,0,0,1,0,1,0,0,0,0,0,2,79,1,1,1,4,7,1,1,4
154,260000.0,0,0,0,0,1,0,1,0,1,0,0,0,1,40,1,1,1,10,10,1,1,2
155,350000.0,0,0,0,0,1,0,1,0,0,1,0,0,2,52,1,1,1,3,8,1,1,3
156,430000.0,0,0,0,0,1,0,0,0,0,0,0,0,2,77,1,1,1,5,8,1,1,3
157,309000.0,0,1,0,0,0,0,1,1,0,0,0,0,1,35,1,1,1,5,5,1,1,2
158,285000.0,0,0,0,0,1,0,0,0,0,0,0,1,1,41,1,1,1,7,4,1,1,2
159,366000.0,0,0,0,0,0,0,0,0,0,0,0,0,2,61,1,1,1,3,4,1,1,3
160,309000.0,0,0,0,0,0,0,1,1,0,0,0,0,1,35,1,1,1,5,5,1,1,2
161,407000.0,0,0,0,0,1,0,1,0,0,1,0,0,1,71,1,1,1,2,11,1,1,2
162,691500.0,0,0,0,0,0,0,0,0,0,0,0,0,3,94,1,1,1,2,10,1,1,4
163,824500.0,0,0,0,0,0,0,1,0,0,1,0,0,3,118,1,1,1,3,10,1,1,4
164,1160000.0,0,0,0,0,1,0,1,0,0,1,0,0,3,171,1,1,3,4,9,1,1,5
165,995000.0,0,0,0,0,0,0,1,0,0,0,0,0,5,176,1,2,2,4,9,1,1,6
166,1198000.0,0,1,0,0,1,0,0,0,0,0,0,1,5,163,1,1,2,5,9,1,1,8
167,625000.0,0,0,0,0,1,0,1,0,0,0,0,0,3,108,1,1,1,6,8,1,1,5
168,1139900.0,0,0,0,0,0,0,1,0,1,0,0,0,3,172,1,1,1,3,8,1,1,5
169,380000.0,0,0,0,0,1,0,1,0,0,0,0,0,1,58,1,1,1,2,8,1,1,2
170,450000.0,0,0,0,0,1,0,0,0,1,0,0,0,2,71,1,1,1,1,5,1,1,3
171,246000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,1,1,1,1,2,1,1,2
172,222000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,1,1,1,1,2,1,1,1
173,246000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,1,1,1,2,4,1,1,2
174,677000.0,0,0,0,0,0,0,0,0,0,1,0,0,2,103,1,1,1,2,5,1,1,3
175,237000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,1,1,1,1,5,1,1,2
176,325000.0,0,1,0,0,1,0,0,0,0,0,0,0,1,42,1,1,1,1,5,1,1,2
177,330000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,1,1,1,1,2,1,1,2
178,1150000.0,0,0,0,0,1,0,1,0,0,1,0,0,4,131,1,1,2,3,4,1,1,5
179,270000.0,0,0,0,0,0,0,1,1,0,0,0,0,3,40,1,1,1,5,6,1,1,1
180,795000.0,1,0,0,0,0,0,1,0,0,0,0,1,3,106,1,1,1,4,5,1,1,4
181,850000.0,1,0,0,0,1,0,1,0,0,0,0,0,3,110,1,1,2,3,7,1,1,4
182,1450000.0,1,0,0,1,1,0,0,0,0,0,0,1,4,130,1,1,2,3,3,1,1,5
183,890000.0,1,0,0,0,1,0,0,0,0,1,0,0,3,120,1,1,2,4,5,1,1,5
184,1550000.0,1,0,0,0,1,0,1,0,0,0,0,1,3,183,1,1,1,1,5,1,1,6
185,910000.0,1,0,0,0,0,0,0,0,0,0,0,0,4,136,1,1,3,3,5,1,1,5
186,1495000.0,1,0,0,0,1,0,1,0,0,1,0,1,4,231,2,2,2,1,5,1,1,6
187,1050000.0,1,0,0,1,1,0,1,0,0,0,0,0,4,168,1,3,2,6,6,1,1,6
188,910000.0,1,0,0,0,0,0,0,0,0,0,0,0,4,136,1,1,3,3,8,1,1,5
189,690000.0,1,0,0,0,1,0,0,1,0,1,0,1,3,88,1,1,1,4,10,1,1,4
190,1560000.0,1,0,0,1,0,0,0,0,0,0,0,1,2,163,1,1,2,6,13,1,1,5
191,1050000.0,1,0,0,1,1,0,1,0,0,0,0,0,4,168,1,3,2,6,6,1,1,6
192,1550000.0,1,0,0,0,1,0,1,0,0,0,0,1,3,183,1,1,2,1,4,1,1,4
193,1370000.0,1,0,0,0,1,0,1,1,0,0,0,0,4,164,1,1,2,4,4,1,1,5
194,1300000.0,1,0,0,0,1,0,1,0,0,0,0,0,3,173,1,1,2,2,4,1,1,5
195,1230000.0,1,0,0,1,1,0,1,0,0,0,0,1,3,154,1,1,2,2,10,1,1,5
196,895000.0,1,0,0,0,1,0,1,0,0,0,0,0,2,105,1,1,1,2,3,1,1,4
197,1050000.0,1,0,0,0,1,0,1,0,0,1,0,0,4,145,1,2,2,4,7,1,1,5
198,1550000.0,1,0,0,0,1,0,1,0,0,1,0,1,3,183,1,1,1,1,4,1,1,4
199,870000.0,1,0,0,0,1,0,1,0,0,0,0,0,3,132,1,1,1,3,7,1,1,5
200,1700000.0,1,0,0,1,0,0,1,0,0,0,0,0,3,149,1,2,1,2,3,1,1,4
201,1250000.0,1,0,0,0,1,0,1,1,0,1,0,0,2,181,1,1,2,4,5,1,1,4
202,800000.0,1,0,0,0,0,0,1,0,0,0,0,1,3,108,1,1,2,3,5,1,1,5
203,910000.0,1,0,0,0,0,0,0,0,0,0,0,0,4,136,1,1,2,3,5,1,1,5
204,800000.0,1,0,0,0,0,0,1,0,0,0,0,1,3,108,1,1,2,2,5,1,1,5
205,660000.0,1,0,0,0,1,0,1,0,0,0,0,0,2,78,1,1,1,2,5,1,1,3
206,1030000.0,1,0,0,0,1,0,1,0,0,0,0,0,3,140,1,1,2,1,6,1,1,5
207,2800000.0,1,0,0,1,0,0,1,0,0,1,0,1,3,313,1,1,3,2,5,1,1,8
208,1350000.0,1,0,0,1,1,0,0,0,0,0,0,0,2,107,1,1,2,5,6,1,1,3
209,649000.0,1,0,0,0,0,0,0,0,0,0,0,0,3,120,1,1,1,2,4,1,1,4
210,558000.0,1,0,0,0,0,0,0,0,0,0,0,0,3,93,1,1,1,2,4,1,1,4
211,1080000.0,1,0,0,0,1,0,1,0,0,1,0,0,3,142,1,1,1,3,3,1,1,5
212,1560000.0,1,0,0,1,1,0,0,0,0,0,0,1,4,194,2,2,3,1,3,1,1,6
213,565000.0,1,0,0,1,1,0,1,0,0,0,0,0,2,80,2,2,1,7,7,1,1,3
214,2250000.0,1,0,0,0,0,0,0,0,0,0,0,0,4,300,2,2,3,4,7,1,1,6
215,570000.0,1,0,0,0,0,0,1,0,0,0,0,0,2,68,2,2,1,2,7,1,1,3
216,1890000.0,1,0,0,1,1,0,0,0,0,0,0,0,4,200,2,2,3,7,7,1,1,5
217,590000.0,1,0,0,0,1,0,1,0,0,0,0,0,3,100,2,2,1,1,7,1,1,4
